,true_labels,predicted_labels
56771,3,3
71098,7,7
111189,20,20
74521,7,7
6098,0,0
109841,20,20
109862,20,20
2110,0,0
35264,1,1
85458,10,8
34661,1,1
120139,26,14
43104,1,1
52240,2,2
8617,0,0
101750,16,9
58189,3,10
55513,3,3
93341,13,25
75779,8,0
53286,2,4
64909,5,18
47081,2,10
28344,0,0
60749,4,4
64526,5,5
121586,27,2
110375,20,5
21507,0,0
33286,1,1
83157,10,0
70715,6,1
55449,3,3
25763,0,0
115117,23,0
17372,0,0
18158,0,8
77987,8,8
13239,0,0
69018,6,2
39521,1,1
117132,24,23
116597,24,24
37750,1,8
119911,26,3
71307,7,7
32018,0,0
47831,2,2
120004,26,17
62407,4,0
96132,14,14
113911,22,18
5178,0,0
84252,10,1
32231,0,0
105893,18,11
317,0,0
124830,30,10
59406,4,4
7266,0,0
105027,18,18
72601,7,7
77693,8,15
87174,11,14
15842,0,0
90076,12,1
94104,13,1
112133,21,2
14221,0,0
40690,1,1
71027,6,6
95444,14,0
87523,11,11
8880,0,0
49136,2,20
24353,0,0
95216,14,1
9456,0,0
49913,2,2
14149,0,0
44575,1,1
86342,11,11
45476,1,1
98995,15,8
37616,1,1
113216,21,21
112251,21,21
34013,1,2
110294,20,20
14747,0,0
65099,5,13
14321,0,0
65187,5,5
97758,15,2
54119,3,10
78079,8,8
118114,25,8
102104,16,0
34616,1,1
29624,0,0
32594,0,0
76318,8,8
101443,16,9
102786,17,17
80881,9,19
8309,0,0
118290,25,18
51737,2,4
61460,4,10
84527,10,10
51378,2,2
100146,16,0
108985,19,16
56409,3,8
109962,20,20
33213,1,1
101508,16,9
96764,14,14
856,0,0
90965,12,12
96684,14,13
26652,0,0
114426,22,21
34806,1,1
15669,0,0
118471,25,2
16962,0,0
58664,3,3
117479,24,7
61077,4,7
76116,8,3
4577,0,0
62336,4,4
89879,12,0
48641,2,2
96128,14,7
83523,10,0
66829,5,5
97775,15,20
52244,2,11
47739,2,2
17495,0,4
102396,17,17
116010,23,10
74972,7,7
17719,0,0
8700,0,1
120554,27,7
46056,1,7
44490,1,1
35370,1,1
47676,2,9
56007,3,3
40833,1,1
113304,21,2
123795,29,0
38307,1,1
116116,23,2
84450,10,10
13951,0,0
201,0,0
69264,6,0
86073,11,11
53666,2,2
109738,20,20
29869,0,0
63808,5,5
120356,26,21
47575,2,0
4939,0,0
75097,8,4
12551,0,0
7201,0,0
85034,10,10
46885,1,8
14831,0,0
45001,1,1
92188,13,0
84299,10,10
18107,0,0
89245,12,12
127,0,4
124967,30,4
3896,0,0
40037,1,1
38103,1,1
110180,20,20
15465,0,0
53275,2,0
109140,19,0
66666,5,5
102590,17,3
106007,18,18
43272,1,1
34953,1,1
3064,0,0
83894,10,10
107826,19,20
100730,16,9
103122,17,0
9590,0,0
57068,3,3
111219,20,11
44114,1,2
63764,5,11
124096,30,0
45088,1,1
51768,2,15
29474,0,0
65173,5,0
56595,3,1
31462,0,0
6980,0,0
72252,7,11
2502,0,0
58319,3,1
45403,1,1
98963,15,7
71475,7,0
97111,15,15
72507,7,1
112745,21,21
29531,0,0
59457,4,4
39755,1,8
108690,19,9
45989,1,1
99934,16,0
28977,0,11
76236,8,0
103519,17,2
19484,0,0
34615,1,1
80515,9,8
83699,10,4
54456,3,0
108784,19,11
79814,9,19
83431,10,10
3955,0,0
55722,3,3
73320,7,7
56353,3,3
39835,1,1
62892,4,4
14222,0,16
13041,0,0
2572,0,0
54864,3,3
74623,7,7
88362,11,0
48057,2,2
62797,4,2
35831,1,1
29417,0,0
55348,3,3
91363,12,12
41934,1,1
980,0,0
67134,6,17
69601,6,26
43301,1,1
94444,14,14
54602,3,3
7879,0,0
124706,30,15
89371,12,4
11212,0,0
94264,13,13
57617,3,7
30217,0,0
67128,6,10
98507,15,2
37691,1,1
4404,0,9
674,0,0
4656,0,0
78317,8,0
99529,15,14
53234,2,2
2891,0,0
59981,4,4
96442,14,4
121622,27,4
103326,17,17
46862,1,5
94882,14,15
60767,4,2
70489,6,6
9410,0,0
82260,9,16
82417,9,16
8579,0,0
37286,1,1
49091,2,2
83228,10,1
117721,24,5
45880,1,1
36658,1,7
107910,19,15
55086,3,6
70299,6,0
44753,1,1
89347,12,12
66383,5,1
112411,21,21
111787,21,21
11897,0,0
58158,3,3
64294,5,5
100113,16,0
37053,1,1
115093,23,2
84424,10,1
34270,1,1
31640,0,0
99549,15,0
58429,3,3
5614,0,0
30886,0,1
53313,2,2
74059,7,5
59425,4,4
1472,0,0
75092,8,1
51325,2,2
9631,0,0
49363,2,2
35683,1,1
101792,16,9
68671,6,5
5996,0,0
66570,5,5
113203,21,21
7164,0,0
226,0,8
105665,18,2
26002,0,0
90905,12,1
78098,8,17
90379,12,12
31731,0,0
6048,0,0
79816,9,16
54107,3,3
15478,0,9
8008,0,0
83917,10,7
12601,0,0
15346,0,0
121325,27,28
70142,6,5
56191,3,3
72543,7,14
74775,7,2
50194,2,2
78983,9,11
62640,4,0
86460,11,11
83571,10,10
117743,24,10
119141,25,5
46186,1,1
29353,0,0
69949,6,6
116197,23,25
84073,10,18
59947,4,15
124867,30,3
115749,23,15
69589,6,20
31241,0,0
44599,1,1
886,0,0
67236,6,6
66659,5,0
86084,11,8
69301,6,7
81328,9,11
40061,1,1
84456,10,24
10883,0,4
85138,10,7
90813,12,0
107474,19,0
15990,0,0
7623,0,6
30874,0,0
55995,3,8
82414,9,0
68988,6,13
41479,1,1
102289,17,20
106817,18,18
17293,0,0
113850,22,3
98432,15,7
74093,7,7
70622,6,6
5772,0,0
10120,0,12
40171,1,1
33873,1,7
75865,8,8
57686,3,3
87357,11,11
30356,0,0
28825,0,0
120102,26,6
40895,1,5
43134,1,1
94980,14,0
25709,0,0
2683,0,0
33869,1,1
804,0,4
39665,1,1
103713,17,2
100130,16,16
70860,6,1
35875,1,1
105377,18,2
105636,18,7
67605,6,1
66898,5,5
99807,16,7
118253,25,13
13659,0,0
5789,0,0
115319,23,8
632,0,0
47992,2,1
41727,1,1
29762,0,0
40203,1,1
15415,0,12
12783,0,0
21054,0,0
49991,2,7
66925,5,1
42067,1,1
54630,3,0
13585,0,0
41344,1,1
78449,8,0
22915,0,19
68277,6,5
13912,0,0
63817,5,5
18136,0,0
47868,2,2
50856,2,2
646,0,0
100189,16,4
76753,8,1
59250,4,0
24572,0,0
39444,1,7
1043,0,0
98734,15,4
1176,0,0
74835,7,17
24824,0,0
118055,25,20
59678,4,15
72548,7,2
18694,0,0
83875,10,15
4118,0,0
114847,22,2
32586,0,0
106352,18,0
28105,0,0
91880,13,13
97689,15,15
76191,8,1
40101,1,1
99793,16,16
81592,9,9
61000,4,4
8449,0,0
113263,21,24
89748,12,12
62367,4,2
124267,30,5
123907,29,8
43171,1,1
38976,1,1
73912,7,7
112928,21,21
41657,1,1
69850,6,4
28009,0,0
53571,2,2
122653,28,30
88341,11,11
44395,1,0
62608,4,0
66032,5,5
60025,4,16
61650,4,24
17471,0,0
28256,0,0
19516,0,0
122127,28,28
54141,3,1
34342,1,8
37791,1,1
119705,26,22
60331,4,2
36770,1,1
94556,14,0
47463,2,0
66364,5,5
103066,17,0
79559,9,16
8676,0,0
6363,0,0
101877,16,12
43488,1,6
61067,4,4
124498,30,30
20371,0,0
18952,0,8
112068,21,21
15635,0,0
78450,8,5
35452,1,1
12847,0,0
104100,17,17
110142,20,20
106407,18,18
54696,3,3
15891,0,17
33396,1,1
23764,0,0
67767,6,13
61961,4,0
14949,0,0
105233,18,7
33192,1,1
81123,9,9
28980,0,0
90939,12,0
56484,3,3
96300,14,16
97833,15,2
40060,1,1
38137,1,8
83082,10,10
92332,13,5
100747,16,16
96807,14,14
30768,0,0
105775,18,18
62879,4,0
27379,0,0
118241,25,2
66910,5,14
122664,28,4
50266,2,2
36450,1,3
79340,9,16
75643,8,1
119658,26,10
74267,7,3
88871,11,11
102801,17,0
110908,20,14
122924,29,0
120422,26,8
95124,14,0
15294,0,0
109552,20,20
64452,5,5
19936,0,0
39036,1,1
96902,14,20
18102,0,0
73574,7,2
19384,0,0
104629,17,14
22858,0,13
112611,21,20
109774,20,14
46457,1,7
93121,13,13
113800,22,8
122405,28,20
35478,1,0
91822,13,13
17520,0,4
120712,27,7
17496,0,17
109315,20,14
55484,3,3
53980,3,3
38995,1,8
62706,4,4
95483,14,13
4293,0,0
27660,0,0
73859,7,2
17415,0,16
68030,6,1
18880,0,0
59157,4,1
74605,7,24
14336,0,0
103195,17,1
68239,6,0
55081,3,3
2231,0,1
112546,21,13
2532,0,0
71529,7,1
83426,10,6
73751,7,7
55224,3,6
80487,9,9
65872,5,9
80995,9,9
9482,0,0
87021,11,11
122770,28,1
10032,0,0
120486,27,10
68286,6,6
19964,0,16
3245,0,0
44915,1,8
48678,2,2
110653,20,20
42258,1,6
72423,7,0
51849,2,18
7864,0,2
35508,1,1
85252,10,10
27070,0,0
104420,17,1
33293,1,0
97534,15,4
73371,7,7
82118,9,9
93745,13,5
27741,0,14
87683,11,11
9709,0,0
101362,16,9
114408,22,21
93251,13,2
13756,0,0
31141,0,0
77335,8,8
113901,22,3
79820,9,9
101399,16,0
88809,11,11
85876,10,1
99629,15,15
12600,0,0
61746,4,1
15881,0,11
29226,0,0
22851,0,0
46544,1,1
28509,0,0
34257,1,1
96860,14,0
105448,18,2
90252,12,3
51394,2,2
35761,1,10
76766,8,11
82491,9,0
60407,4,0
74957,7,7
114113,22,1
75894,8,0
123417,29,3
107976,19,9
67544,6,0
61548,4,4
34957,1,1
38093,1,1
85268,10,1
95877,14,14
60567,4,7
62928,4,4
102767,17,16
32301,0,0
54398,3,3
69849,6,18
120349,26,22
77304,8,0
100617,16,0
12650,0,0
115275,23,1
41027,1,8
94199,13,6
77768,8,0
78324,8,0
122140,28,0
47923,2,2
11699,0,0
101943,16,9
18686,0,0
2071,0,0
107429,19,16
44123,1,22
86042,10,0
59146,4,2
85996,10,2
109526,20,20
124010,30,0
70165,6,13
41752,1,1
75027,7,22
27263,0,0
87572,11,13
100751,16,4
50905,2,10
48337,2,2
13035,0,0
97389,15,17
91584,12,0
26767,0,0
85290,10,21
105803,18,18
101395,16,2
13557,0,0
74098,7,7
27895,0,0
413,0,0
59373,4,24
79639,9,9
97902,15,2
69140,6,13
16789,0,0
88784,11,11
118777,25,2
119215,26,1
62454,4,4
52427,2,8
470,0,0
93369,13,14
50134,2,2
35703,1,1
117176,24,18
45492,1,1
68218,6,1
120815,27,0
84919,10,10
10672,0,0
69149,6,5
75013,7,17
47781,2,2
59071,4,4
48491,2,7
64730,5,5
93061,13,13
123134,29,1
71585,7,7
87088,11,11
66974,5,0
121389,27,1
65616,5,5
60668,4,4
34652,1,1
20205,0,0
73952,7,7
101618,16,0
38473,1,21
575,0,0
13645,0,0
18396,0,13
100307,16,13
76402,8,1
100491,16,16
7320,0,0
82657,10,10
13433,0,0
73232,7,23
121841,28,21
77727,8,1
72457,7,7
55899,3,3
47125,2,10
43797,1,1
58678,3,3
47033,2,2
14529,0,0
65712,5,0
28086,0,0
87761,11,16
70157,6,21
92456,13,1
22835,0,0
114331,22,9
49564,2,2
56885,3,3
120041,26,0
89414,12,7
100015,16,0
110421,20,2
37887,1,1
44177,1,11
76315,8,5
23369,0,0
55518,3,3
43396,1,1
82401,9,14
116396,24,21
75155,8,0
108338,19,0
10039,0,0
55028,3,0
76496,8,10
44951,1,1
67366,6,13
121361,27,0
32787,1,1
54258,3,3
111966,21,2
98008,15,4
106051,18,2
49166,2,2
100763,16,0
115257,23,3
7395,0,16
98207,15,9
38125,1,1
61546,4,4
49880,2,7
77636,8,0
35346,1,1
8506,0,0
9636,0,0
75770,8,8
73534,7,2
80555,9,9
5346,0,0
24929,0,0
56716,3,3
27233,0,0
61403,4,4
76333,8,8
114810,22,21
105435,18,1
82695,10,9
11931,0,0
106577,18,5
58030,3,3
300,0,0
121251,27,0
121302,27,4
18965,0,0
119268,26,1
17954,0,0
103730,17,0
63812,5,13
51762,2,2
97893,15,15
37330,1,1
114900,22,25
97329,15,17
46616,1,1
26550,0,4
3580,0,0
67736,6,6
77494,8,1
6177,0,0
51521,2,2
19354,0,0
28852,0,0
103372,17,16
18994,0,0
102712,17,17
91243,12,0
40125,1,1
8033,0,0
60266,4,4
83188,10,11
117855,25,15
36810,1,1
16379,0,0
88026,11,16
57595,3,3
31053,0,0
28171,0,15
91978,13,0
77457,8,8
31776,0,0
18116,0,0
11459,0,2
39783,1,1
115177,23,23
121152,27,10
54095,3,3
49995,2,4
76933,8,8
89501,12,9
61766,4,4
41510,1,1
35818,1,1
38854,1,1
73397,7,10
92214,13,13
72136,7,7
84628,10,3
50059,2,2
73342,7,24
36755,1,1
7326,0,0
124202,30,3
34879,1,22
123767,29,30
58454,3,3
53052,2,2
56482,3,0
120122,26,0
27311,0,0
19368,0,0
24079,0,0
12786,0,0
72362,7,7
36635,1,1
97278,15,1
24786,0,0
55010,3,3
38869,1,1
90471,12,12
78020,8,0
84602,10,0
87553,11,11
30162,0,0
10085,0,0
60076,4,0
93866,13,11
4645,0,0
109210,19,15
21350,0,0
72366,7,10
43847,1,1
121891,28,30
42426,1,1
89141,12,12
40008,1,1
119677,26,8
30046,0,7
51751,2,2
112461,21,21
86768,11,11
31071,0,3
53963,3,3
102670,17,15
55343,3,1
31470,0,0
26373,0,0
43883,1,1
35850,1,8
113350,21,13
41362,1,1
100748,16,16
70462,6,5
97877,15,15
16240,0,0
73358,7,2
99859,16,19
36637,1,1
117465,24,13
27836,0,0
85308,10,10
63077,5,21
99565,15,15
53226,2,2
9351,0,0
96843,14,9
17095,0,0
59107,4,4
51180,2,21
42450,1,1
116310,23,1
78454,8,8
77490,8,8
36436,1,1
2211,0,19
114954,22,7
37015,1,13
105762,18,1
86452,11,4
86307,11,11
81356,9,16
10752,0,3
50280,2,4
98070,15,15
56495,3,3
122125,28,0
68846,6,5
78805,8,6
23325,0,0
70670,6,6
25969,0,0
120342,26,22
6541,0,0
31735,0,0
5428,0,0
81939,9,9
33475,1,1
90358,12,12
2327,0,0
60286,4,4
28384,0,0
85246,10,10
30444,0,0
69088,6,6
14616,0,4
49889,2,2
3899,0,0
35123,1,1
43009,1,1
114747,22,4
55957,3,2
2807,0,9
7112,0,9
49051,2,2
42117,1,1
106243,18,18
39311,1,1
8748,0,0
30160,0,0
112716,21,21
7519,0,5
47978,2,2
41389,1,1
1599,0,0
56415,3,3
8180,0,0
118710,25,4
81245,9,19
22998,0,2
29966,0,0
79349,9,0
110175,20,15
29634,0,0
90984,12,12
76662,8,14
82496,9,13
115940,23,2
12942,0,0
104773,17,15
80585,9,9
83880,10,6
78458,8,8
17318,0,11
56807,3,3
98130,15,2
95574,14,5
95092,14,5
109058,19,6
44625,1,1
90313,12,12
29342,0,0
91950,13,5
32978,1,1
49276,2,2
59501,4,4
28726,0,4
75659,8,1
2623,0,0
5548,0,0
79171,9,16
19101,0,0
11978,0,0
876,0,0
12072,0,0
86144,11,11
86169,11,11
117563,24,8
40798,1,1
118600,25,20
42798,1,6
22809,0,0
20266,0,0
58140,3,3
43580,1,1
112528,21,21
47677,2,2
46328,1,1
124400,30,13
98954,15,0
45593,1,1
55792,3,0
80701,9,4
110790,20,0
505,0,16
3182,0,0
55520,3,3
74818,7,2
56560,3,0
118383,25,2
109981,20,20
102891,17,0
124758,30,4
63977,5,14
57953,3,3
104190,17,17
87628,11,11
83437,10,0
113179,21,25
21355,0,0
88766,11,11
14247,0,0
91301,12,0
110803,20,20
51426,2,21
94009,13,5
108991,19,24
61835,4,2
94997,14,17
90511,12,12
82965,10,10
118942,25,1
13075,0,0
123440,29,1
4537,0,3
36851,1,1
36722,1,18
12528,0,0
68059,6,1
73612,7,7
52944,2,2
107581,19,20
109860,20,4
28651,0,0
87612,11,11
115839,23,10
46150,1,1
34988,1,1
4510,0,0
66419,5,5
71136,7,7
593,0,0
100877,16,16
99271,15,8
70217,6,2
97413,15,16
120770,27,4
107177,19,9
90657,12,0
81033,9,0
110569,20,20
105707,18,18
83416,10,10
119451,26,1
48909,2,2
95468,14,14
50183,2,2
31755,0,0
15315,0,0
28260,0,0
105876,18,1
108797,19,0
5326,0,0
104307,17,17
122737,28,15
39431,1,1
15742,0,0
117267,24,7
98874,15,0
100952,16,16
73435,7,7
54204,3,20
120779,27,0
35235,1,1
100640,16,0
67213,6,0
47586,2,2
56384,3,8
49622,2,15
1656,0,4
12898,0,0
108752,19,0
8256,0,1
121603,27,1
123242,29,0
91909,13,13
20017,0,1
109232,20,15
30840,0,0
34050,1,1
84465,10,10
111484,21,5
94466,14,17
123291,29,1
122747,28,30
57312,3,7
48315,2,2
75187,8,8
74196,7,7
81002,9,0
27479,0,0
20105,0,0
51906,2,2
121855,28,30
11588,0,0
35653,1,1
71311,7,7
120136,26,7
41518,1,1
51480,2,2
19741,0,0
81694,9,9
38198,1,1
83799,10,0
108488,19,9
116132,23,10
99910,16,16
123637,29,3
82849,10,6
111612,21,21
66933,5,0
80334,9,16
51289,2,1
69867,6,6
113195,21,21
47095,2,4
124807,30,0
50204,2,2
13973,0,0
93875,13,13
13343,0,0
105135,18,1
42055,1,1
52455,2,14
93754,13,1
112897,21,21
84841,10,10
7843,0,0
103763,17,17
89477,12,12
9122,0,0
77013,8,8
114389,22,13
29166,0,0
62378,4,4
45282,1,1
19419,0,0
118210,25,3
74680,7,7
20130,0,8
30742,0,0
58179,3,3
16126,0,0
19066,0,3
17688,0,0
40918,1,1
88625,11,0
19777,0,0
44993,1,1
110051,20,20
75657,8,0
2538,0,0
123702,29,10
59713,4,10
71961,7,7
18271,0,30
120172,26,22
30663,0,0
2540,0,0
40354,1,1
37974,1,1
56545,3,3
36339,1,6
33880,1,1
67247,6,1
31409,0,0
36605,1,7
117821,25,2
97571,15,0
78654,8,8
44660,1,3
118493,25,20
71850,7,7
24159,0,0
18509,0,3
81137,9,16
84756,10,10
56102,3,3
40939,1,0
99872,16,9
121383,27,7
55382,3,3
20485,0,14
35197,1,1
33836,1,12
96765,14,14
118649,25,13
77159,8,0
46127,1,1
86847,11,13
122417,28,12
6576,0,0
3049,0,0
100148,16,16
87747,11,11
33747,1,1
19574,0,0
24969,0,0
61163,4,4
6245,0,0
112927,21,2
35078,1,1
111084,20,21
109801,20,20
20696,0,0
87452,11,13
71467,7,6
89330,12,12
50963,2,2
24891,0,0
24483,0,6
39508,1,1
68829,6,0
8062,0,0
69514,6,10
59828,4,30
77588,8,8
67898,6,2
16522,0,1
92198,13,2
62724,4,2
94695,14,21
104541,17,17
84169,10,2
51623,2,10
2320,0,0
1938,0,0
65114,5,5
120842,27,0
5175,0,0
27767,0,0
115051,23,7
87184,11,13
23337,0,0
69742,6,5
28819,0,0
106282,18,18
32902,1,18
91572,12,0
105443,18,2
53477,2,2
49603,2,21
87559,11,1
54889,3,3
101127,16,9
117288,24,15
73760,7,7
78637,8,6
5061,0,1
25655,0,16
61132,4,2
112125,21,13
35487,1,6
5215,0,1
13141,0,12
111747,21,21
50458,2,2
114560,22,7
99414,15,8
73422,7,7
85740,10,1
113291,21,1
64144,5,0
11803,0,0
124084,30,3
108273,19,17
44641,1,1
81280,9,9
61620,4,28
38583,1,1
77020,8,0
12070,0,0
66447,5,5
45872,1,0
72987,7,7
12246,0,0
118608,25,20
119666,26,8
3241,0,0
23628,0,0
104802,18,18
37061,1,1
34777,1,1
72707,7,7
113662,22,20
22685,0,0
97025,14,11
87016,11,11
14477,0,0
106095,18,1
13195,0,0
42872,1,1
56163,3,3
80844,9,9
118811,25,13
85060,10,7
86922,11,0
62360,4,4
84199,10,1
2165,0,17
17656,0,0
27198,0,0
118964,25,1
76531,8,8
109997,20,2
54461,3,3
99078,15,4
86537,11,13
36377,1,5
124246,30,0
27680,0,0
36305,1,1
97545,15,7
60192,4,2
35718,1,1
14120,0,19
67371,6,6
104377,17,17
78838,8,0
90733,12,0
45157,1,1
46066,1,1
85619,10,7
117200,24,24
119681,26,1
98586,15,10
79894,9,9
40195,1,1
8688,0,11
105452,18,24
68753,6,1
17269,0,0
96305,14,24
88042,11,11
106555,18,18
116379,24,8
80796,9,5
56012,3,3
30168,0,0
21436,0,0
66607,5,6
50850,2,15
44694,1,13
70758,6,1
22384,0,0
85809,10,10
29413,0,0
139,0,0
94863,14,20
42862,1,1
120267,26,1
53360,2,22
60055,4,4
37016,1,26
3287,0,0
100383,16,16
58403,3,3
79136,9,16
44500,1,11
12560,0,0
8739,0,2
123042,29,28
49580,2,15
10970,0,0
99638,15,15
85146,10,7
31534,0,0
62935,4,4
8667,0,0
118288,25,25
116776,24,17
55564,3,3
6916,0,6
110554,20,20
42705,1,1
15872,0,0
69347,6,2
95013,14,0
7215,0,0
124018,30,3
33943,1,1
69071,6,1
78409,8,11
34464,1,1
99118,15,20
103758,17,5
16520,0,30
120447,26,0
62872,4,0
28348,0,0
66006,5,5
10829,0,0
42357,1,1
26220,0,0
40987,1,1
117105,24,10
55966,3,0
74494,7,1
114455,22,25
68227,6,1
15976,0,0
30263,0,0
105370,18,5
83975,10,20
38406,1,0
21549,0,0
40019,1,24
93455,13,5
72951,7,20
79755,9,12
120549,27,28
103887,17,15
105177,18,1
77357,8,3
51950,2,2
7336,0,0
89655,12,12
73457,7,1
37878,1,8
57403,3,1
87569,11,11
15774,0,0
13741,0,0
52490,2,4
67457,6,0
7119,0,0
17723,0,0
18308,0,0
33199,1,1
38582,1,1
52117,2,2
67676,6,0
17917,0,0
92832,13,13
25502,0,0
82364,9,0
5464,0,0
92857,13,0
53131,2,0
63606,5,2
6399,0,0
45545,1,1
122968,29,1
12187,0,0
81117,9,9
76168,8,8
12253,0,0
79480,9,9
117827,25,11
11265,0,0
18418,0,0
98270,15,4
11402,0,0
122297,28,4
90459,12,11
54136,3,3
20864,0,0
76826,8,4
42518,1,1
1592,0,0
69882,6,2
4704,0,0
109980,20,15
87712,11,11
42198,1,1
9209,0,0
34331,1,1
52677,2,4
87255,11,11
31043,0,0
81357,9,9
81771,9,9
80321,9,9
65770,5,5
115946,23,5
105245,18,2
543,0,0
91932,13,20
68110,6,5
60256,4,16
65652,5,5
16078,0,11
71528,7,15
39154,1,1
5488,0,0
101269,16,9
102465,17,0
61366,4,2
71946,7,7
68727,6,1
66847,5,5
64392,5,6
16755,0,0
33091,1,1
11114,0,0
115222,23,0
25967,0,0
102882,17,4
47504,2,2
50376,2,4
108104,19,9
101051,16,10
124814,30,28
119038,25,2
32581,0,2
107614,19,0
54789,3,3
104774,17,0
15694,0,0
24733,0,0
124160,30,0
30175,0,0
108093,19,9
105755,18,7
97129,15,2
124270,30,4
3310,0,0
24069,0,0
113043,21,21
11863,0,0
25195,0,0
113368,21,21
26626,0,0
113841,22,1
18237,0,0
963,0,0
25157,0,0
33900,1,1
95509,14,14
26147,0,0
44831,1,8
56426,3,3
108232,19,14
100017,16,9
109585,20,13
29217,0,0
99063,15,4
121457,27,15
33,0,0
12966,0,0
87574,11,1
117170,24,21
102323,17,0
74512,7,7
53791,3,20
63149,5,5
66482,5,5
101811,16,8
25983,0,0
106431,18,1
57722,3,2
47694,2,15
77884,8,1
92873,13,1
57837,3,0
27513,0,0
31615,0,0
32020,0,0
19903,0,10
123988,30,0
82407,9,0
20772,0,0
113730,22,1
40359,1,3
99695,16,0
1841,0,0
60404,4,3
101016,16,16
48278,2,2
6452,0,0
39598,1,1
57567,3,3
17971,0,0
51343,2,4
21656,0,0
24375,0,0
111374,21,21
72375,7,10
328,0,0
20763,0,0
112888,21,21
71800,7,8
118707,25,20
87305,11,11
90831,12,0
121135,27,0
120762,27,16
42739,1,0
110339,20,18
113111,21,18
65144,5,10
106210,18,6
34338,1,1
72422,7,10
